customer_id,segment_number,segment_name,created_date
15575185,0,Segment 0,2026-05-16 21:06:50
15803136,1,Segment 1,2026-05-16 21:06:50
15706021,0,Segment 0,2026-05-16 21:06:50
15663706,1,Segment 1,2026-05-16 21:06:50
15641732,0,Segment 0,2026-05-16 21:06:50
15701164,1,Segment 1,2026-05-16 21:06:50
15738751,2,Segment 2,2026-05-16 21:06:50
15805254,2,Segment 2,2026-05-16 21:06:50
15762418,3,Segment 3,2026-05-16 21:06:50
15625759,2,Segment 2,2026-05-16 21:06:50
15622897,2,Segment 2,2026-05-16 21:06:50
15767954,1,Segment 1,2026-05-16 21:06:50
15757535,2,Segment 2,2026-05-16 21:06:50
15731511,3,Segment 3,2026-05-16 21:06:50
15809248,2,Segment 2,2026-05-16 21:06:50
15640635,2,Segment 2,2026-05-16 21:06:50
15676966,0,Segment 0,2026-05-16 21:06:50
15699461,0,Segment 0,2026-05-16 21:06:50
15738721,0,Segment 0,2026-05-16 21:06:50
15693683,3,Segment 3,2026-05-16 21:06:50
15604348,0,Segment 0,2026-05-16 21:06:50
15633059,0,Segment 0,2026-05-16 21:06:50
15808582,1,Segment 1,2026-05-16 21:06:50
15743192,0,Segment 0,2026-05-16 21:06:50
15580146,3,Segment 3,2026-05-16 21:06:50
15776605,2,Segment 2,2026-05-16 21:06:50
15804919,1,Segment 1,2026-05-16 21:06:50
15613854,1,Segment 1,2026-05-16 21:06:50
15599195,3,Segment 3,2026-05-16 21:06:50
15812878,0,Segment 0,2026-05-16 21:06:50
15602312,0,Segment 0,2026-05-16 21:06:50
15744689,3,Segment 3,2026-05-16 21:06:50
15803526,0,Segment 0,2026-05-16 21:06:50
15665790,3,Segment 3,2026-05-16 21:06:50
15715951,0,Segment 0,2026-05-16 21:06:50
15591100,0,Segment 0,2026-05-16 21:06:50
15609618,0,Segment 0,2026-05-16 21:06:50
15675522,1,Segment 1,2026-05-16 21:06:50
15705512,1,Segment 1,2026-05-16 21:06:50
15698028,2,Segment 2,2026-05-16 21:06:50
15661670,1,Segment 1,2026-05-16 21:06:50
15600781,3,Segment 3,2026-05-16 21:06:50
15682472,0,Segment 0,2026-05-16 21:06:50
15580203,0,Segment 0,2026-05-16 21:06:50
15690673,2,Segment 2,2026-05-16 21:06:50
15760085,1,Segment 1,2026-05-16 21:06:50
15779659,0,Segment 0,2026-05-16 21:06:50
15627360,3,Segment 3,2026-05-16 21:06:50
15671137,0,Segment 0,2026-05-16 21:06:50
15782688,3,Segment 3,2026-05-16 21:06:50
15575492,2,Segment 2,2026-05-16 21:06:50
15591607,3,Segment 3,2026-05-16 21:06:50
15740404,2,Segment 2,2026-05-16 21:06:50
15718369,1,Segment 1,2026-05-16 21:06:50
15677871,3,Segment 3,2026-05-16 21:06:50
15642004,0,Segment 0,2026-05-16 21:06:50
15712543,3,Segment 3,2026-05-16 21:06:50
15584518,1,Segment 1,2026-05-16 21:06:50
15802381,0,Segment 0,2026-05-16 21:06:50
15610156,0,Segment 0,2026-05-16 21:06:50
15594408,1,Segment 1,2026-05-16 21:06:50
15640905,0,Segment 0,2026-05-16 21:06:50
15698932,3,Segment 3,2026-05-16 21:06:50
15724944,2,Segment 2,2026-05-16 21:06:50
15628145,1,Segment 1,2026-05-16 21:06:50
15713483,3,Segment 3,2026-05-16 21:06:50
15612350,1,Segment 1,2026-05-16 21:06:50
15800703,1,Segment 1,2026-05-16 21:06:50
15705707,1,Segment 1,2026-05-16 21:06:50
15754105,0,Segment 0,2026-05-16 21:06:50
15703264,3,Segment 3,2026-05-16 21:06:50
15794413,0,Segment 0,2026-05-16 21:06:50
15650237,2,Segment 2,2026-05-16 21:06:50
15759618,1,Segment 1,2026-05-16 21:06:50
15811589,2,Segment 2,2026-05-16 21:06:50
15689044,3,Segment 3,2026-05-16 21:06:50
15709368,2,Segment 2,2026-05-16 21:06:50
15679145,3,Segment 3,2026-05-16 21:06:50
15655007,0,Segment 0,2026-05-16 21:06:50
15623595,2,Segment 2,2026-05-16 21:06:50
15589975,0,Segment 0,2026-05-16 21:06:50
15804017,0,Segment 0,2026-05-16 21:06:50
15692132,0,Segment 0,2026-05-16 21:06:50
15641122,2,Segment 2,2026-05-16 21:06:50
15630910,0,Segment 0,2026-05-16 21:06:50
15680772,2,Segment 2,2026-05-16 21:06:50
15658929,3,Segment 3,2026-05-16 21:06:50
15585388,3,Segment 3,2026-05-16 21:06:50
15724623,1,Segment 1,2026-05-16 21:06:50
15588537,1,Segment 1,2026-05-16 21:06:50
15574692,2,Segment 2,2026-05-16 21:06:50
15611325,0,Segment 0,2026-05-16 21:06:50
15587562,1,Segment 1,2026-05-16 21:06:50
15613172,3,Segment 3,2026-05-16 21:06:50
15651022,3,Segment 3,2026-05-16 21:06:50
15586310,3,Segment 3,2026-05-16 21:06:50
15625524,2,Segment 2,2026-05-16 21:06:50
15755209,1,Segment 1,2026-05-16 21:06:50
15645248,2,Segment 2,2026-05-16 21:06:50
15790355,0,Segment 0,2026-05-16 21:06:50
15762615,0,Segment 0,2026-05-16 21:06:50
15625426,1,Segment 1,2026-05-16 21:06:50
15716334,1,Segment 1,2026-05-16 21:06:50
15789669,2,Segment 2,2026-05-16 21:06:50
15621075,1,Segment 1,2026-05-16 21:06:50
15810845,2,Segment 2,2026-05-16 21:06:50
15719377,1,Segment 1,2026-05-16 21:06:50
15654506,2,Segment 2,2026-05-16 21:06:50
15771977,1,Segment 1,2026-05-16 21:06:50
15708710,0,Segment 0,2026-05-16 21:06:50
15726676,0,Segment 0,2026-05-16 21:06:50
15587421,1,Segment 1,2026-05-16 21:06:50
15726931,0,Segment 0,2026-05-16 21:06:50
15771086,1,Segment 1,2026-05-16 21:06:50
15756850,0,Segment 0,2026-05-16 21:06:50
15702741,3,Segment 3,2026-05-16 21:06:50
15679200,2,Segment 2,2026-05-16 21:06:50
15594815,3,Segment 3,2026-05-16 21:06:50
15635905,2,Segment 2,2026-05-16 21:06:50
15777892,3,Segment 3,2026-05-16 21:06:50
15656176,2,Segment 2,2026-05-16 21:06:50
15811127,3,Segment 3,2026-05-16 21:06:50
15604482,3,Segment 3,2026-05-16 21:06:50
15622911,0,Segment 0,2026-05-16 21:06:50
15600974,0,Segment 0,2026-05-16 21:06:50
15727868,1,Segment 1,2026-05-16 21:06:50
15627801,3,Segment 3,2026-05-16 21:06:50
15773039,3,Segment 3,2026-05-16 21:06:50
15755262,0,Segment 0,2026-05-16 21:06:50
15679531,3,Segment 3,2026-05-16 21:06:50
15684181,3,Segment 3,2026-05-16 21:06:50
15612087,0,Segment 0,2026-05-16 21:06:50
15752047,3,Segment 3,2026-05-16 21:06:50
15624592,2,Segment 2,2026-05-16 21:06:50
15573152,0,Segment 0,2026-05-16 21:06:50
15594917,1,Segment 1,2026-05-16 21:06:50
15785542,0,Segment 0,2026-05-16 21:06:50
15723488,0,Segment 0,2026-05-16 21:06:50
15680920,3,Segment 3,2026-05-16 21:06:50
15786308,0,Segment 0,2026-05-16 21:06:50
15659366,3,Segment 3,2026-05-16 21:06:50
15774854,3,Segment 3,2026-05-16 21:06:50
15725311,1,Segment 1,2026-05-16 21:06:50
15787155,0,Segment 0,2026-05-16 21:06:50
15727829,2,Segment 2,2026-05-16 21:06:50
15733247,3,Segment 3,2026-05-16 21:06:50
15568748,3,Segment 3,2026-05-16 21:06:50
15699029,3,Segment 3,2026-05-16 21:06:50
15774393,2,Segment 2,2026-05-16 21:06:50
15676895,2,Segment 2,2026-05-16 21:06:50
15637753,3,Segment 3,2026-05-16 21:06:50
15605461,1,Segment 1,2026-05-16 21:06:50
15808473,0,Segment 0,2026-05-16 21:06:50
15627000,2,Segment 2,2026-05-16 21:06:50
15787174,0,Segment 0,2026-05-16 21:06:50
15723886,0,Segment 0,2026-05-16 21:06:50
15704769,0,Segment 0,2026-05-16 21:06:50
15772896,3,Segment 3,2026-05-16 21:06:50
15711540,1,Segment 1,2026-05-16 21:06:50
15764866,2,Segment 2,2026-05-16 21:06:50
15794056,2,Segment 2,2026-05-16 21:06:50
15795149,0,Segment 0,2026-05-16 21:06:50
15812009,2,Segment 2,2026-05-16 21:06:50
15651001,1,Segment 1,2026-05-16 21:06:50
15813844,0,Segment 0,2026-05-16 21:06:50
15596175,3,Segment 3,2026-05-16 21:06:50
15576269,2,Segment 2,2026-05-16 21:06:50
15797219,1,Segment 1,2026-05-16 21:06:50
15685500,3,Segment 3,2026-05-16 21:06:50
15599792,2,Segment 2,2026-05-16 21:06:50
15657566,3,Segment 3,2026-05-16 21:06:50
15772423,3,Segment 3,2026-05-16 21:06:50
15628112,0,Segment 0,2026-05-16 21:06:50
15753754,2,Segment 2,2026-05-16 21:06:50
15793726,0,Segment 0,2026-05-16 21:06:50
15694717,3,Segment 3,2026-05-16 21:06:50
15665834,0,Segment 0,2026-05-16 21:06:50
15765297,0,Segment 0,2026-05-16 21:06:50
15636684,2,Segment 2,2026-05-16 21:06:50
15592979,0,Segment 0,2026-05-16 21:06:50
15750803,1,Segment 1,2026-05-16 21:06:50
15607178,3,Segment 3,2026-05-16 21:06:50
15713853,3,Segment 3,2026-05-16 21:06:50
15673481,1,Segment 1,2026-05-16 21:06:50
15686776,1,Segment 1,2026-05-16 21:06:50
15673693,0,Segment 0,2026-05-16 21:06:50
15700696,3,Segment 3,2026-05-16 21:06:50
15813163,1,Segment 1,2026-05-16 21:06:50
15653857,2,Segment 2,2026-05-16 21:06:50
15777076,2,Segment 2,2026-05-16 21:06:50
15717398,0,Segment 0,2026-05-16 21:06:50
15799217,1,Segment 1,2026-05-16 21:06:50
15787071,0,Segment 0,2026-05-16 21:06:50
15619955,2,Segment 2,2026-05-16 21:06:50
15796505,1,Segment 1,2026-05-16 21:06:50
15725166,2,Segment 2,2026-05-16 21:06:50
15800116,0,Segment 0,2026-05-16 21:06:50
15758685,2,Segment 2,2026-05-16 21:06:50
15694456,3,Segment 3,2026-05-16 21:06:50
15767339,2,Segment 2,2026-05-16 21:06:50
15683562,0,Segment 0,2026-05-16 21:06:50
15782210,3,Segment 3,2026-05-16 21:06:50
15668893,2,Segment 2,2026-05-16 21:06:50
15669169,2,Segment 2,2026-05-16 21:06:50
15643024,3,Segment 3,2026-05-16 21:06:50
15699389,3,Segment 3,2026-05-16 21:06:50
15708608,0,Segment 0,2026-05-16 21:06:50
15626144,3,Segment 3,2026-05-16 21:06:50
15573112,3,Segment 3,2026-05-16 21:06:50
15790678,1,Segment 1,2026-05-16 21:06:50
15727556,1,Segment 1,2026-05-16 21:06:50
15697307,2,Segment 2,2026-05-16 21:06:50
15652266,0,Segment 0,2026-05-16 21:06:50
15607098,1,Segment 1,2026-05-16 21:06:50
15655774,2,Segment 2,2026-05-16 21:06:50
15590241,0,Segment 0,2026-05-16 21:06:50
15785819,2,Segment 2,2026-05-16 21:06:50
15723654,3,Segment 3,2026-05-16 21:06:50
15774510,1,Segment 1,2026-05-16 21:06:50
15684173,2,Segment 2,2026-05-16 21:06:50
15650068,3,Segment 3,2026-05-16 21:06:50
15811490,2,Segment 2,2026-05-16 21:06:50
15803976,2,Segment 2,2026-05-16 21:06:50
15682541,0,Segment 0,2026-05-16 21:06:50
15695699,2,Segment 2,2026-05-16 21:06:50
15624188,2,Segment 2,2026-05-16 21:06:50
15812191,0,Segment 0,2026-05-16 21:06:50
15636673,3,Segment 3,2026-05-16 21:06:50
15594898,3,Segment 3,2026-05-16 21:06:50
15660211,3,Segment 3,2026-05-16 21:06:50
15773972,3,Segment 3,2026-05-16 21:06:50
15746726,3,Segment 3,2026-05-16 21:06:50
15712287,2,Segment 2,2026-05-16 21:06:50
15702919,3,Segment 3,2026-05-16 21:06:50
15674398,0,Segment 0,2026-05-16 21:06:50
15797960,1,Segment 1,2026-05-16 21:06:50
15631868,3,Segment 3,2026-05-16 21:06:50
15581539,0,Segment 0,2026-05-16 21:06:50
15662736,3,Segment 3,2026-05-16 21:06:50
15666252,2,Segment 2,2026-05-16 21:06:50
15677512,1,Segment 1,2026-05-16 21:06:50
15626114,3,Segment 3,2026-05-16 21:06:50
15810834,1,Segment 1,2026-05-16 21:06:50
15678910,1,Segment 1,2026-05-16 21:06:50
15694408,3,Segment 3,2026-05-16 21:06:50
15585215,0,Segment 0,2026-05-16 21:06:50
15682757,2,Segment 2,2026-05-16 21:06:50
15736601,3,Segment 3,2026-05-16 21:06:50
15601848,2,Segment 2,2026-05-16 21:06:50
15736008,1,Segment 1,2026-05-16 21:06:50
15669064,3,Segment 3,2026-05-16 21:06:50
15624528,3,Segment 3,2026-05-16 21:06:50
15598493,0,Segment 0,2026-05-16 21:06:50
15601274,1,Segment 1,2026-05-16 21:06:50
15702669,0,Segment 0,2026-05-16 21:06:50
15728669,1,Segment 1,2026-05-16 21:06:50
15742668,1,Segment 1,2026-05-16 21:06:50
15697441,3,Segment 3,2026-05-16 21:06:50
15740476,0,Segment 0,2026-05-16 21:06:50
15648064,2,Segment 2,2026-05-16 21:06:50
15636624,1,Segment 1,2026-05-16 21:06:50
15807923,1,Segment 1,2026-05-16 21:06:50
15745844,0,Segment 0,2026-05-16 21:06:50
15786170,0,Segment 0,2026-05-16 21:06:50
15681081,2,Segment 2,2026-05-16 21:06:50
15684484,0,Segment 0,2026-05-16 21:06:50
15785869,2,Segment 2,2026-05-16 21:06:50
15763859,2,Segment 2,2026-05-16 21:06:50
15658935,1,Segment 1,2026-05-16 21:06:50
15747358,3,Segment 3,2026-05-16 21:06:50
15735203,1,Segment 1,2026-05-16 21:06:50
15576256,2,Segment 2,2026-05-16 21:06:50
15659420,3,Segment 3,2026-05-16 21:06:50
15593365,3,Segment 3,2026-05-16 21:06:50
15777352,1,Segment 1,2026-05-16 21:06:50
15812007,2,Segment 2,2026-05-16 21:06:50
15625461,1,Segment 1,2026-05-16 21:06:50
15739438,2,Segment 2,2026-05-16 21:06:50
15611759,1,Segment 1,2026-05-16 21:06:50
15661629,3,Segment 3,2026-05-16 21:06:50
15633950,3,Segment 3,2026-05-16 21:06:50
15592386,0,Segment 0,2026-05-16 21:06:50
15803716,0,Segment 0,2026-05-16 21:06:50
15696674,0,Segment 0,2026-05-16 21:06:50
15706365,1,Segment 1,2026-05-16 21:06:50
15745088,1,Segment 1,2026-05-16 21:06:50
15676715,2,Segment 2,2026-05-16 21:06:50
15613085,1,Segment 1,2026-05-16 21:06:50
15633537,1,Segment 1,2026-05-16 21:06:50
15594720,1,Segment 1,2026-05-16 21:06:50
15684042,0,Segment 0,2026-05-16 21:06:50
15583303,1,Segment 1,2026-05-16 21:06:50
15611579,3,Segment 3,2026-05-16 21:06:50
15774696,0,Segment 0,2026-05-16 21:06:50
15694506,3,Segment 3,2026-05-16 21:06:50
15688074,3,Segment 3,2026-05-16 21:06:50
15759537,2,Segment 2,2026-05-16 21:06:50
15758449,0,Segment 0,2026-05-16 21:06:50
15583456,2,Segment 2,2026-05-16 21:06:50
15667871,3,Segment 3,2026-05-16 21:06:50
15677371,1,Segment 1,2026-05-16 21:06:50
15629677,2,Segment 2,2026-05-16 21:06:50
15713578,2,Segment 2,2026-05-16 21:06:50
15591509,3,Segment 3,2026-05-16 21:06:50
15568240,0,Segment 0,2026-05-16 21:06:50
15622993,3,Segment 3,2026-05-16 21:06:50
15689294,3,Segment 3,2026-05-16 21:06:50
15720910,1,Segment 1,2026-05-16 21:06:50
15721181,2,Segment 2,2026-05-16 21:06:50
15776433,2,Segment 2,2026-05-16 21:06:50
15748936,0,Segment 0,2026-05-16 21:06:50
15717225,1,Segment 1,2026-05-16 21:06:50
15685226,1,Segment 1,2026-05-16 21:06:50
15785611,3,Segment 3,2026-05-16 21:06:50
15573456,3,Segment 3,2026-05-16 21:06:50
15684548,0,Segment 0,2026-05-16 21:06:50
15620505,1,Segment 1,2026-05-16 21:06:50
15807432,0,Segment 0,2026-05-16 21:06:50
15584766,3,Segment 3,2026-05-16 21:06:50
15612187,3,Segment 3,2026-05-16 21:06:50
15762218,0,Segment 0,2026-05-16 21:06:50
15646372,1,Segment 1,2026-05-16 21:06:50
15690452,3,Segment 3,2026-05-16 21:06:50
15747795,1,Segment 1,2026-05-16 21:06:50
15781589,0,Segment 0,2026-05-16 21:06:50
15732674,0,Segment 0,2026-05-16 21:06:50
15642291,2,Segment 2,2026-05-16 21:06:50
15692761,3,Segment 3,2026-05-16 21:06:50
15578045,0,Segment 0,2026-05-16 21:06:50
15745354,2,Segment 2,2026-05-16 21:06:50
15701376,3,Segment 3,2026-05-16 21:06:50
15691625,1,Segment 1,2026-05-16 21:06:50
15566594,0,Segment 0,2026-05-16 21:06:50
15760431,2,Segment 2,2026-05-16 21:06:50
15686302,1,Segment 1,2026-05-16 21:06:50
15801559,1,Segment 1,2026-05-16 21:06:50
15810432,2,Segment 2,2026-05-16 21:06:50
15809616,0,Segment 0,2026-05-16 21:06:50
15720559,0,Segment 0,2026-05-16 21:06:50
15695632,1,Segment 1,2026-05-16 21:06:50
15659843,0,Segment 0,2026-05-16 21:06:50
15615624,0,Segment 0,2026-05-16 21:06:50
15810418,1,Segment 1,2026-05-16 21:06:50
15716186,2,Segment 2,2026-05-16 21:06:50
15674551,3,Segment 3,2026-05-16 21:06:50
15622834,1,Segment 1,2026-05-16 21:06:50
15566111,3,Segment 3,2026-05-16 21:06:50
15784597,3,Segment 3,2026-05-16 21:06:50
15652883,3,Segment 3,2026-05-16 21:06:50
15806964,3,Segment 3,2026-05-16 21:06:50
15576313,1,Segment 1,2026-05-16 21:06:50
15806467,0,Segment 0,2026-05-16 21:06:50
15597602,3,Segment 3,2026-05-16 21:06:50
15743040,0,Segment 0,2026-05-16 21:06:50
15705521,1,Segment 1,2026-05-16 21:06:50
15595039,1,Segment 1,2026-05-16 21:06:50
15799384,0,Segment 0,2026-05-16 21:06:50
15581197,0,Segment 0,2026-05-16 21:06:50
15693737,1,Segment 1,2026-05-16 21:06:50
15624623,0,Segment 0,2026-05-16 21:06:50
15783501,1,Segment 1,2026-05-16 21:06:50
15690134,1,Segment 1,2026-05-16 21:06:50
15782735,0,Segment 0,2026-05-16 21:06:50
15611088,2,Segment 2,2026-05-16 21:06:50
15672145,1,Segment 1,2026-05-16 21:06:50
15732628,3,Segment 3,2026-05-16 21:06:50
15787470,0,Segment 0,2026-05-16 21:06:50
15803406,0,Segment 0,2026-05-16 21:06:50
15730460,0,Segment 0,2026-05-16 21:06:50
15644572,3,Segment 3,2026-05-16 21:06:50
15694860,0,Segment 0,2026-05-16 21:06:50
15658169,1,Segment 1,2026-05-16 21:06:50
15794396,1,Segment 1,2026-05-16 21:06:50
15785798,0,Segment 0,2026-05-16 21:06:50
15710825,0,Segment 0,2026-05-16 21:06:50
15668444,1,Segment 1,2026-05-16 21:06:50
15726631,0,Segment 0,2026-05-16 21:06:50
15733797,2,Segment 2,2026-05-16 21:06:50
15747960,3,Segment 3,2026-05-16 21:06:50
15634632,2,Segment 2,2026-05-16 21:06:50
15707362,0,Segment 0,2026-05-16 21:06:50
15662976,3,Segment 3,2026-05-16 21:06:50
15732778,3,Segment 3,2026-05-16 21:06:50
15718443,2,Segment 2,2026-05-16 21:06:50
15670039,1,Segment 1,2026-05-16 21:06:50
15773792,1,Segment 1,2026-05-16 21:06:50
15613786,2,Segment 2,2026-05-16 21:06:50
15726032,3,Segment 3,2026-05-16 21:06:50
15663252,2,Segment 2,2026-05-16 21:06:50
15593782,2,Segment 2,2026-05-16 21:06:50
15633283,2,Segment 2,2026-05-16 21:06:50
15749167,2,Segment 2,2026-05-16 21:06:50
15759298,3,Segment 3,2026-05-16 21:06:50
15683625,3,Segment 3,2026-05-16 21:06:50
15635367,3,Segment 3,2026-05-16 21:06:50
15681705,2,Segment 2,2026-05-16 21:06:50
15603156,2,Segment 2,2026-05-16 21:06:50
15591986,0,Segment 0,2026-05-16 21:06:50
15798888,1,Segment 1,2026-05-16 21:06:50
15809722,1,Segment 1,2026-05-16 21:06:50
15677538,3,Segment 3,2026-05-16 21:06:50
15797736,3,Segment 3,2026-05-16 21:06:50
15695585,0,Segment 0,2026-05-16 21:06:50
15744398,2,Segment 2,2026-05-16 21:06:50
15750658,2,Segment 2,2026-05-16 21:06:50
15578186,3,Segment 3,2026-05-16 21:06:50
15676519,2,Segment 2,2026-05-16 21:06:50
15637954,1,Segment 1,2026-05-16 21:06:50
15758639,2,Segment 2,2026-05-16 21:06:50
15613772,3,Segment 3,2026-05-16 21:06:50
15731744,0,Segment 0,2026-05-16 21:06:50
15807709,1,Segment 1,2026-05-16 21:06:50
15714689,3,Segment 3,2026-05-16 21:06:50
15699005,1,Segment 1,2026-05-16 21:06:50
15624170,0,Segment 0,2026-05-16 21:06:50
15725679,0,Segment 0,2026-05-16 21:06:50
15585865,0,Segment 0,2026-05-16 21:06:50
15804256,3,Segment 3,2026-05-16 21:06:50
15662403,1,Segment 1,2026-05-16 21:06:50
15733616,3,Segment 3,2026-05-16 21:06:50
15591995,3,Segment 3,2026-05-16 21:06:50
15677020,0,Segment 0,2026-05-16 21:06:50
15727688,2,Segment 2,2026-05-16 21:06:50
15715941,2,Segment 2,2026-05-16 21:06:50
15714485,3,Segment 3,2026-05-16 21:06:50
15730059,3,Segment 3,2026-05-16 21:06:50
15715527,0,Segment 0,2026-05-16 21:06:50
15576623,2,Segment 2,2026-05-16 21:06:50
15805565,3,Segment 3,2026-05-16 21:06:50
15677307,1,Segment 1,2026-05-16 21:06:50
15773890,2,Segment 2,2026-05-16 21:06:50
15598883,2,Segment 2,2026-05-16 21:06:50
15568506,2,Segment 2,2026-05-16 21:06:50
15761043,1,Segment 1,2026-05-16 21:06:50
15782236,0,Segment 0,2026-05-16 21:06:50
15593601,3,Segment 3,2026-05-16 21:06:50
15682048,1,Segment 1,2026-05-16 21:06:50
15746902,2,Segment 2,2026-05-16 21:06:50
15752081,2,Segment 2,2026-05-16 21:06:50
15781307,3,Segment 3,2026-05-16 21:06:50
15775912,0,Segment 0,2026-05-16 21:06:50
15745417,0,Segment 0,2026-05-16 21:06:50
15671256,1,Segment 1,2026-05-16 21:06:50
15653547,3,Segment 3,2026-05-16 21:06:50
15595766,3,Segment 3,2026-05-16 21:06:50
15742358,3,Segment 3,2026-05-16 21:06:50
15763274,0,Segment 0,2026-05-16 21:06:50
15786063,2,Segment 2,2026-05-16 21:06:50
15600258,2,Segment 2,2026-05-16 21:06:50
15573318,2,Segment 2,2026-05-16 21:06:50
15653849,1,Segment 1,2026-05-16 21:06:50
15694272,3,Segment 3,2026-05-16 21:06:50
15736112,1,Segment 1,2026-05-16 21:06:50
15749851,0,Segment 0,2026-05-16 21:06:50
15663478,3,Segment 3,2026-05-16 21:06:50
15592300,3,Segment 3,2026-05-16 21:06:50
15567832,1,Segment 1,2026-05-16 21:06:50
15776780,3,Segment 3,2026-05-16 21:06:50
15592846,3,Segment 3,2026-05-16 21:06:50
15739803,2,Segment 2,2026-05-16 21:06:50
15794142,0,Segment 0,2026-05-16 21:06:50
15762729,1,Segment 1,2026-05-16 21:06:50
15667896,3,Segment 3,2026-05-16 21:06:50
15626578,2,Segment 2,2026-05-16 21:06:50
15776223,1,Segment 1,2026-05-16 21:06:50
15705953,3,Segment 3,2026-05-16 21:06:50
15802593,2,Segment 2,2026-05-16 21:06:50
15615457,1,Segment 1,2026-05-16 21:06:50
15708916,2,Segment 2,2026-05-16 21:06:50
15720187,1,Segment 1,2026-05-16 21:06:50
15595440,3,Segment 3,2026-05-16 21:06:50
15600651,2,Segment 2,2026-05-16 21:06:50
15750141,1,Segment 1,2026-05-16 21:06:50
15657284,3,Segment 3,2026-05-16 21:06:50
15763063,1,Segment 1,2026-05-16 21:06:50
15709324,2,Segment 2,2026-05-16 21:06:50
15711309,3,Segment 3,2026-05-16 21:06:50
15775318,0,Segment 0,2026-05-16 21:06:50
15705515,3,Segment 3,2026-05-16 21:06:50
15634844,3,Segment 3,2026-05-16 21:06:50
